Year,Quarter,Month,Day,% Skill in Posting,Job Skills
2017,Qtr 1,March,14,50.00%,aws
2017,Qtr 1,March,14,50.00%,cloud
2017,Qtr 1,March,14,50.00%,machine_learning
2017,Qtr 1,March,14,50.00%,python
2017,Qtr 1,March,14,50.00%,sql
2017,Qtr 1,March,15,75.00%,aws
2017,Qtr 1,March,15,75.00%,cloud
2017,Qtr 1,March,15,25.00%,python
2017,Qtr 1,March,15,25.00%,sql
2017,Qtr 1,March,16,100.00%,aws
2017,Qtr 1,March,16,100.00%,cloud
2017,Qtr 1,March,16,100.00%,python
2017,Qtr 1,March,16,100.00%,sql
2017,Qtr 1,March,17,25.00%,aws
2017,Qtr 1,March,17,25.00%,cloud
2017,Qtr 1,March,17,50.00%,machine_learning
2017,Qtr 1,March,17,25.00%,python
2017,Qtr 1,March,17,25.00%,sql
2017,Qtr 1,March,18,50.00%,aws
2017,Qtr 1,March,18,25.00%,cloud
2017,Qtr 1,March,18,50.00%,python
2017,Qtr 1,March,18,50.00%,sql
2017,Qtr 1,March,19,20.00%,aws
2017,Qtr 1,March,19,40.00%,cloud
2017,Qtr 1,March,19,20.00%,machine_learning
2017,Qtr 1,March,19,20.00%,python
2017,Qtr 1,March,19,60.00%,sql
2017,Qtr 1,March,20,50.00%,aws
2017,Qtr 1,March,20,25.00%,cloud
2017,Qtr 1,March,20,50.00%,machine_learning
2017,Qtr 1,March,20,75.00%,python
2017,Qtr 1,March,20,50.00%,sql
2017,Qtr 1,March,21,25.00%,aws
2017,Qtr 1,March,21,25.00%,cloud
2017,Qtr 1,March,21,25.00%,sql
2017,Qtr 1,March,22,33.33%,sql
2017,Qtr 1,March,23,20.00%,aws
2017,Qtr 1,March,23,60.00%,cloud
2017,Qtr 1,March,23,40.00%,python
2017,Qtr 1,March,23,60.00%,sql
2017,Qtr 1,March,24,33.33%,sql
2017,Qtr 1,March,25,50.00%,aws
2017,Qtr 1,March,25,50.00%,cloud
2017,Qtr 1,March,25,12.50%,machine_learning
2017,Qtr 1,March,25,37.50%,python
2017,Qtr 1,March,25,37.50%,sql
2017,Qtr 1,March,26,100.00%,aws
2017,Qtr 1,March,26,100.00%,cloud
2017,Qtr 1,March,27,33.33%,aws
2017,Qtr 1,March,27,33.33%,cloud
2017,Qtr 1,March,27,33.33%,machine_learning
2017,Qtr 1,March,27,33.33%,python
2017,Qtr 1,March,28,40.00%,aws
2017,Qtr 1,March,28,40.00%,cloud
2017,Qtr 1,March,28,60.00%,python
2017,Qtr 1,March,28,40.00%,sql
2017,Qtr 1,March,29,33.33%,machine_learning
2017,Qtr 1,March,30,25.00%,aws
2017,Qtr 1,March,30,50.00%,cloud
2017,Qtr 1,March,30,50.00%,python
2017,Qtr 1,March,30,62.50%,sql
2017,Qtr 1,March,31,20.00%,aws
2017,Qtr 1,March,31,40.00%,cloud
2017,Qtr 1,March,31,60.00%,sql
2017,Qtr 2,April,1,33.33%,machine_learning
2017,Qtr 2,April,1,66.67%,python
2017,Qtr 2,April,1,66.67%,sql
2017,Qtr 2,April,2,42.86%,aws
2017,Qtr 2,April,2,14.29%,cloud
2017,Qtr 2,April,2,14.29%,machine_learning
2017,Qtr 2,April,2,42.86%,python
2017,Qtr 2,April,2,57.14%,sql
2017,Qtr 2,April,3,60.00%,aws
2017,Qtr 2,April,3,60.00%,cloud
2017,Qtr 2,April,3,40.00%,machine_learning
2017,Qtr 2,April,3,80.00%,python
2017,Qtr 2,April,3,20.00%,sql
2017,Qtr 2,April,4,66.67%,aws
2017,Qtr 2,April,4,66.67%,cloud
2017,Qtr 2,April,5,40.00%,aws
2017,Qtr 2,April,5,40.00%,cloud
2017,Qtr 2,April,5,40.00%,machine_learning
2017,Qtr 2,April,5,60.00%,python
2017,Qtr 2,April,5,60.00%,sql
2017,Qtr 2,April,6,100.00%,aws
2017,Qtr 2,April,6,66.67%,cloud
2017,Qtr 2,April,6,66.67%,machine_learning
2017,Qtr 2,April,6,66.67%,python
2017,Qtr 2,April,6,66.67%,sql
2017,Qtr 2,April,7,50.00%,cloud
2017,Qtr 2,April,7,50.00%,python
2017,Qtr 2,April,7,100.00%,sql
2017,Qtr 2,April,8,50.00%,aws
2017,Qtr 2,April,8,33.33%,cloud
2017,Qtr 2,April,8,33.33%,machine_learning
2017,Qtr 2,April,8,83.33%,python
2017,Qtr 2,April,8,83.33%,sql
2017,Qtr 2,April,9,66.67%,aws
2017,Qtr 2,April,9,33.33%,cloud
2017,Qtr 2,April,9,66.67%,python
2017,Qtr 2,April,9,33.33%,sql
2017,Qtr 2,April,10,40.00%,aws
2017,Qtr 2,April,10,60.00%,cloud
2017,Qtr 2,April,10,40.00%,machine_learning
2017,Qtr 2,April,10,40.00%,python
2017,Qtr 2,April,10,60.00%,sql
2017,Qtr 2,April,11,100.00%,aws
2017,Qtr 2,April,11,100.00%,python
2017,Qtr 2,April,11,100.00%,sql
2017,Qtr 2,April,12,50.00%,aws
2017,Qtr 2,April,12,25.00%,cloud
2017,Qtr 2,April,12,25.00%,machine_learning
2017,Qtr 2,April,12,100.00%,python
2017,Qtr 2,April,12,100.00%,sql
2017,Qtr 2,April,13,100.00%,aws
2017,Qtr 2,April,13,100.00%,cloud
2017,Qtr 2,April,14,50.00%,aws
2017,Qtr 2,April,14,50.00%,cloud
2017,Qtr 2,April,14,25.00%,machine_learning
2017,Qtr 2,April,14,75.00%,python
2017,Qtr 2,April,14,50.00%,sql
2017,Qtr 2,April,15,66.67%,aws
2017,Qtr 2,April,15,66.67%,cloud
2017,Qtr 2,April,15,33.33%,machine_learning
2017,Qtr 2,April,15,66.67%,python
2017,Qtr 2,April,15,33.33%,sql
2017,Qtr 2,April,16,50.00%,aws
2017,Qtr 2,April,16,50.00%,cloud
2017,Qtr 2,April,16,50.00%,machine_learning
2017,Qtr 2,April,16,50.00%,python
2017,Qtr 2,April,16,50.00%,sql
2017,Qtr 2,April,17,50.00%,aws
2017,Qtr 2,April,17,25.00%,cloud
2017,Qtr 2,April,17,25.00%,machine_learning
2017,Qtr 2,April,17,75.00%,python
2017,Qtr 2,April,17,75.00%,sql
2017,Qtr 2,April,18,66.67%,aws
2017,Qtr 2,April,18,66.67%,cloud
2017,Qtr 2,April,18,33.33%,machine_learning
2017,Qtr 2,April,18,66.67%,python
2017,Qtr 2,April,18,33.33%,sql
2017,Qtr 2,April,19,50.00%,aws
2017,Qtr 2,April,19,50.00%,cloud
2017,Qtr 2,April,20,50.00%,aws
2017,Qtr 2,April,20,75.00%,cloud
2017,Qtr 2,April,20,25.00%,machine_learning
2017,Qtr 2,April,20,50.00%,python
2017,Qtr 2,April,20,50.00%,sql
2017,Qtr 2,April,21,33.33%,aws
2017,Qtr 2,April,21,33.33%,cloud
2017,Qtr 2,April,21,33.33%,sql
2017,Qtr 2,April,22,33.33%,aws
2017,Qtr 2,April,22,66.67%,cloud
2017,Qtr 2,April,22,33.33%,python
2017,Qtr 2,April,22,100.00%,sql
2017,Qtr 2,April,23,50.00%,aws
2017,Qtr 2,April,23,25.00%,cloud
2017,Qtr 2,April,23,50.00%,machine_learning
2017,Qtr 2,April,23,75.00%,python
2017,Qtr 2,April,23,75.00%,sql
2017,Qtr 2,April,24,100.00%,machine_learning
2017,Qtr 2,April,24,100.00%,python
2017,Qtr 2,April,24,100.00%,sql
2017,Qtr 2,April,25,33.33%,machine_learning
2017,Qtr 2,April,25,100.00%,python
2017,Qtr 2,April,25,66.67%,sql
2017,Qtr 2,April,26,66.67%,aws
2017,Qtr 2,April,26,66.67%,cloud
2017,Qtr 2,April,26,33.33%,machine_learning
2017,Qtr 2,April,26,33.33%,python
2017,Qtr 2,April,26,33.33%,sql
2017,Qtr 2,April,27,100.00%,aws
2017,Qtr 2,April,27,100.00%,cloud
2017,Qtr 2,April,27,50.00%,machine_learning
2017,Qtr 2,April,27,50.00%,python
2017,Qtr 2,April,27,100.00%,sql
2017,Qtr 2,April,29,33.33%,cloud
2017,Qtr 2,April,29,66.67%,machine_learning
2017,Qtr 2,April,29,66.67%,python
2017,Qtr 2,April,29,33.33%,sql
2017,Qtr 2,April,30,33.33%,aws
2017,Qtr 2,April,30,33.33%,cloud
2017,Qtr 2,April,30,33.33%,machine_learning
2017,Qtr 2,April,30,33.33%,python
2017,Qtr 2,April,30,66.67%,sql
2017,Qtr 2,May,1,33.33%,aws
2017,Qtr 2,May,1,33.33%,cloud
2017,Qtr 2,May,1,33.33%,python
2017,Qtr 2,May,1,33.33%,sql
2017,Qtr 2,May,2,50.00%,cloud
2017,Qtr 2,May,2,50.00%,sql
2017,Qtr 2,May,3,20.00%,aws
2017,Qtr 2,May,3,40.00%,cloud
2017,Qtr 2,May,3,20.00%,machine_learning
2017,Qtr 2,May,3,40.00%,python
2017,Qtr 2,May,3,20.00%,sql
2017,Qtr 2,May,5,100.00%,aws
2017,Qtr 2,May,5,50.00%,cloud
2017,Qtr 2,May,5,50.00%,machine_learning
2017,Qtr 2,May,5,100.00%,python
2017,Qtr 2,May,5,100.00%,sql
2017,Qtr 2,May,6,100.00%,aws
2017,Qtr 2,May,6,100.00%,cloud
2017,Qtr 2,May,7,66.67%,aws
2017,Qtr 2,May,7,66.67%,cloud
2017,Qtr 2,May,7,33.33%,machine_learning
2017,Qtr 2,May,7,66.67%,python
2017,Qtr 2,May,8,33.33%,python
2017,Qtr 2,May,8,33.33%,sql
2017,Qtr 2,May,9,50.00%,cloud
2017,Qtr 2,May,9,50.00%,sql
2017,Qtr 2,May,10,50.00%,aws
2017,Qtr 2,May,10,50.00%,cloud
2017,Qtr 2,May,10,50.00%,python
2017,Qtr 2,May,10,100.00%,sql
2017,Qtr 2,May,11,50.00%,machine_learning
2017,Qtr 2,May,11,50.00%,python
2017,Qtr 2,May,11,50.00%,sql
2017,Qtr 2,May,12,50.00%,cloud
2017,Qtr 2,May,12,100.00%,python
2017,Qtr 2,May,12,100.00%,sql
2017,Qtr 2,May,13,33.33%,machine_learning
2017,Qtr 2,May,13,33.33%,python
2017,Qtr 2,May,14,50.00%,cloud
2017,Qtr 2,May,14,50.00%,machine_learning
2017,Qtr 2,May,14,50.00%,python
2017,Qtr 2,May,14,50.00%,sql
2017,Qtr 2,May,15,25.00%,aws
2017,Qtr 2,May,15,25.00%,cloud
2017,Qtr 2,May,15,25.00%,sql
2017,Qtr 2,May,16,25.00%,aws
2017,Qtr 2,May,16,25.00%,machine_learning
2017,Qtr 2,May,16,50.00%,python
2017,Qtr 2,May,16,100.00%,sql
2017,Qtr 2,May,17,75.00%,aws
2017,Qtr 2,May,17,25.00%,cloud
2017,Qtr 2,May,17,75.00%,machine_learning
2017,Qtr 2,May,17,50.00%,python
2017,Qtr 2,May,17,25.00%,sql
2017,Qtr 2,May,18,66.67%,aws
2017,Qtr 2,May,18,33.33%,cloud
2017,Qtr 2,May,18,33.33%,python
2017,Qtr 2,May,18,33.33%,sql
2017,Qtr 2,May,19,100.00%,machine_learning
2017,Qtr 2,May,19,100.00%,sql
2017,Qtr 2,May,20,33.33%,python
2017,Qtr 2,May,20,33.33%,sql
2017,Qtr 2,May,21,20.00%,cloud
2017,Qtr 2,May,21,20.00%,python
2017,Qtr 2,May,21,40.00%,sql
2017,Qtr 2,May,22,33.33%,aws
2017,Qtr 2,May,22,66.67%,cloud
2017,Qtr 2,May,22,33.33%,machine_learning
2017,Qtr 2,May,22,33.33%,python
2017,Qtr 2,May,22,33.33%,sql
2017,Qtr 2,May,23,33.33%,cloud
2017,Qtr 2,May,23,33.33%,machine_learning
2017,Qtr 2,May,23,66.67%,python
2017,Qtr 2,May,23,66.67%,sql
2017,Qtr 2,May,24,33.33%,aws
2017,Qtr 2,May,24,33.33%,cloud
2017,Qtr 2,May,24,33.33%,machine_learning
2017,Qtr 2,May,25,75.00%,aws
2017,Qtr 2,May,25,75.00%,cloud
2017,Qtr 2,May,25,25.00%,machine_learning
2017,Qtr 2,May,25,25.00%,python
2017,Qtr 2,May,25,25.00%,sql
2017,Qtr 2,May,26,100.00%,cloud
2017,Qtr 2,May,26,50.00%,python
2017,Qtr 2,May,26,50.00%,sql
2017,Qtr 2,May,27,25.00%,aws
2017,Qtr 2,May,27,25.00%,cloud
2017,Qtr 2,May,27,25.00%,machine_learning
2017,Qtr 2,May,27,75.00%,python
2017,Qtr 2,May,27,50.00%,sql
2017,Qtr 2,May,28,60.00%,aws
2017,Qtr 2,May,28,40.00%,cloud
2017,Qtr 2,May,28,40.00%,machine_learning
2017,Qtr 2,May,28,60.00%,python
2017,Qtr 2,May,28,60.00%,sql
2017,Qtr 2,May,29,33.33%,cloud
2017,Qtr 2,May,29,33.33%,python
2017,Qtr 2,May,29,66.67%,sql
2017,Qtr 2,May,30,50.00%,aws
2017,Qtr 2,May,30,50.00%,cloud
2017,Qtr 2,May,30,50.00%,python
2017,Qtr 2,May,30,75.00%,sql
2017,Qtr 2,June,1,50.00%,aws
2017,Qtr 2,June,1,75.00%,cloud
2017,Qtr 2,June,1,25.00%,machine_learning
2017,Qtr 2,June,1,50.00%,python
2017,Qtr 2,June,1,25.00%,sql
2017,Qtr 2,June,2,20.00%,aws
2017,Qtr 2,June,2,40.00%,cloud
2017,Qtr 2,June,2,20.00%,machine_learning
2017,Qtr 2,June,2,40.00%,python
2017,Qtr 2,June,2,80.00%,sql
2017,Qtr 2,June,3,33.33%,cloud
2017,Qtr 2,June,3,33.33%,machine_learning
2017,Qtr 2,June,3,33.33%,python
2017,Qtr 2,June,3,66.67%,sql
2017,Qtr 2,June,4,25.00%,aws
2017,Qtr 2,June,4,25.00%,python
2017,Qtr 2,June,4,50.00%,sql
2017,Qtr 2,June,5,50.00%,aws
2017,Qtr 2,June,5,25.00%,cloud
2017,Qtr 2,June,5,75.00%,machine_learning
2017,Qtr 2,June,5,75.00%,python
2017,Qtr 2,June,5,75.00%,sql
2017,Qtr 2,June,6,75.00%,machine_learning
2017,Qtr 2,June,6,75.00%,python
2017,Qtr 2,June,6,50.00%,sql
2017,Qtr 2,June,7,33.33%,aws
2017,Qtr 2,June,7,33.33%,cloud
2017,Qtr 2,June,7,33.33%,machine_learning
2017,Qtr 2,June,7,100.00%,python
2017,Qtr 2,June,7,66.67%,sql
2017,Qtr 2,June,8,50.00%,aws
2017,Qtr 2,June,8,66.67%,cloud
2017,Qtr 2,June,8,33.33%,machine_learning
2017,Qtr 2,June,8,33.33%,python
2017,Qtr 2,June,8,16.67%,sql
2017,Qtr 2,June,9,50.00%,aws
2017,Qtr 2,June,9,50.00%,cloud
2017,Qtr 2,June,9,16.67%,machine_learning
2017,Qtr 2,June,9,50.00%,python
2017,Qtr 2,June,9,66.67%,sql
2017,Qtr 2,June,10,25.00%,aws
2017,Qtr 2,June,10,25.00%,cloud
2017,Qtr 2,June,11,42.86%,aws
2017,Qtr 2,June,11,42.86%,cloud
2017,Qtr 2,June,11,14.29%,machine_learning
2017,Qtr 2,June,11,28.57%,python
2017,Qtr 2,June,11,42.86%,sql
2017,Qtr 2,June,12,33.33%,aws
2017,Qtr 2,June,12,33.33%,cloud
2017,Qtr 2,June,13,33.33%,python
2017,Qtr 2,June,13,100.00%,sql
2017,Qtr 2,June,14,20.00%,cloud
2017,Qtr 2,June,14,20.00%,machine_learning
2017,Qtr 2,June,14,40.00%,python
2017,Qtr 2,June,14,60.00%,sql
2017,Qtr 2,June,15,33.33%,aws
2017,Qtr 2,June,15,33.33%,cloud
2017,Qtr 2,June,15,16.67%,python
2017,Qtr 2,June,15,16.67%,sql
2017,Qtr 2,June,16,100.00%,cloud
2017,Qtr 2,June,16,100.00%,python
2017,Qtr 2,June,16,100.00%,sql
2017,Qtr 2,June,17,60.00%,aws
2017,Qtr 2,June,17,20.00%,cloud
2017,Qtr 2,June,17,60.00%,python
2017,Qtr 2,June,17,80.00%,sql
2017,Qtr 2,June,18,33.33%,aws
2017,Qtr 2,June,18,66.67%,cloud
2017,Qtr 2,June,18,33.33%,python
2017,Qtr 2,June,18,66.67%,sql
2017,Qtr 2,June,19,25.00%,aws
2017,Qtr 2,June,19,75.00%,cloud
2017,Qtr 2,June,19,25.00%,machine_learning
2017,Qtr 2,June,19,25.00%,python
2017,Qtr 2,June,19,50.00%,sql
2017,Qtr 2,June,20,100.00%,aws
2017,Qtr 2,June,20,50.00%,cloud
2017,Qtr 2,June,20,50.00%,python
2017,Qtr 2,June,20,50.00%,sql
2017,Qtr 2,June,21,100.00%,aws
2017,Qtr 2,June,22,50.00%,aws
2017,Qtr 2,June,22,75.00%,cloud
2017,Qtr 2,June,22,25.00%,machine_learning
2017,Qtr 2,June,22,25.00%,python
2017,Qtr 2,June,23,50.00%,python
2017,Qtr 2,June,23,100.00%,sql
2017,Qtr 2,June,24,50.00%,aws
2017,Qtr 2,June,24,50.00%,machine_learning
2017,Qtr 2,June,24,50.00%,python
2017,Qtr 2,June,24,50.00%,sql
2017,Qtr 2,June,25,100.00%,aws
2017,Qtr 2,June,25,100.00%,cloud
2017,Qtr 2,June,25,100.00%,python
2017,Qtr 2,June,25,100.00%,sql
2017,Qtr 2,June,26,50.00%,cloud
2017,Qtr 2,June,27,60.00%,aws
2017,Qtr 2,June,27,60.00%,cloud
2017,Qtr 2,June,27,60.00%,machine_learning
2017,Qtr 2,June,27,100.00%,python
2017,Qtr 2,June,27,20.00%,sql
2017,Qtr 2,June,28,33.33%,aws
